,0
5520,"This slow-footed Pokémon moves by curling up and rolling instead of walking. With enough momentum, its speed can exceed 60 mph."
5521,GRAVELER make their homes on sheer cliff faces by gouging out numerous horizontal holes.
5522,"With a free and uncaring nature, it doesn’t mind if pieces break off while it rolls down mountains."
5523,Graveler’s entire body is tinged with electricity due to the stones it likes to eat. It’s very quick-tempered.
5524,"A slow walker, it rolls to move. It pays no attention to any object that happens to be in its path."
5525,Mossy rocks are its favorite food. It can devour a ton a day while crunching loudly.
5526,"When two Graveler fight each other, it fills the surroundings with flashes of light and sound. People call it the “fireworks of the earth.”"
5527,"Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid."
5528,"It tumbles down slopes, heedless of any body parts chipping off. It eats a ton of rocks daily."
5529,"Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom."
5530,"They descend from mountains by tumbling down steep slopes. They are so brutal, they smash aside obstructing trees and massive boulders with thunderous tackles."
5531,"It travels by rolling on mountain paths. If it gains too much speed, it stops by running into huge rocks."
5532,"Its preferred food is dravite. After it has eaten this mineral, crystals form inside the Pokémon, rising to the surface of part of its body."
5533,"GRAVELER grows by feeding on rocks. Apparently, it prefers to eat rocks that are covered in moss. This POKéMON eats its way through a ton of rocks on a daily basis."
5534,"With a free and uncaring nature, it doesn't mind if pieces break off while it rolls down mountains."
5535,"Rocks are GRAVELER’s favorite food. This POKéMON will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom."
5536,Be careful while hiking on mountain trails. GRAVELER may come rolling down the path without slowing.
5537,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.
5538,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur."
5539,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!
5540,"Before it stops to think, it just starts pummeling. There are records of its turning back avalanches with a flurry of punches."
5541,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets."
5542,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution."
5543,"It is protected by a sturdy shell. Once in a lifetime, it makes a magnificent pearl."
5544,CLAMPERL’s sturdy shell is not only good for protection - it is also used for clamping and catching prey. A fully grown CLAMPERL’s shell will be scored with nicks and scratches all over.
5545,Clamperl’s sturdy shell is not only good for protection—it is also used for clamping and catching prey. A fully grown Clamperl’s shell will be scored with nicks and scratches all over.
5546,"CLAMPERL grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this POKéMON is getting close to evolution."
5547,Clamperl’s pearls are exceedingly precious. They can be more than 10 times as costly as Shellder’s pearls.
5548,A CLAMPERL slams its shell closed on prey to prevent escape. The pearl it creates upon evolution is said to be infused with a mysterious energy.
5549,"When it evolves, it makes a mysterious pearl that amplifies psychic powers when it’s held."
5550,It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.
5551,"Despite its appearance, it’s carnivorous. It clamps down on its prey with both sides of its shell and doesn’t let go until they stop moving."
5552,"It cheers on friends. If its friends are losing, its body lets off more and more sparks."
5553,Minun is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.
5554,Its dislike of water makes it take shelter under the eaves of houses in rain. It uses pom-poms made of sparks for cheering.
5555,"At a meeting of POKéMON academics, it was announced that simultaneous exposure to electricity from a PLUSLE and MINUN will promote circulation and boost vitality."
5556,Exposure to electricity from MINUN and PLUSLE promotes blood circulation and relaxes muscles.
5557,"Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks."
5558,"MINUN loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this POKéMON gives off increasing amounts of sparks."
5559,Exposure to electricity from Minun and Plusle promotes blood circulation and relaxes muscles.
5560,MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.
5561,"Their food sources have decreased, and their numbers have declined sharply. Sludge ponds are being built to prevent their extinction."
5562,There are over a hundred kinds of poison inside its body. Chemical reactions between different poisons are the source of its vitality.
5563,A toxic fluid seeps from its body. The fluid instantly kills plants and trees on contact.
5564,"As it moves, a very strong poison leaks from it, making the ground there barren for three years."
5565,"It’s so stinky! Muk’s body contains toxic elements, and any plant will wilt when it passes by."
5566,"After recent environmental improvements, this Pokémon is now hardly seen at all. People speculate that it may go extinct at some point."
5567,"What look like fangs and claws are actually crystallized poison that will afflict you at a mere touch, so don’t get too close."
5568,"They love to gather in smelly areas where sludge accumulates, making the stench around them worse."
5569,"While it’s unexpectedly quiet and friendly, if it’s not fed any trash for a while, it will smash its Trainer’s furnishings and eat up the fragments."
5570,From MUK’s body seeps a foul fluid that gives off a nose-bendingly horrible stench. Just one drop of this POKéMON’s body fluid can turn a pool stagnant and rancid.
5571,"It prefers warm and humid habitats. In the summertime, the toxic substances in its body intensify, making MUK reek like putrid kitchen garbage."
5572,"This Pokémon’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, Muk are certain to gather."
5573,"Because they scatter germs everywhere, they’ve long been targeted for extermination, leading to a steep decline in their population."
5574,"Smells so awful, it can cause fainting. Through degeneration, it lost its sense of smell."
5575,"The stench it gives off will make your nose scrunch up. Still, there are Muk fans who think that’s a good thing."
5576,"This POKéMON’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, MUK are certain to gather."
5577,From Muk’s body seeps a foul fluid that gives off a nose-bendingly horrible stench. Just one drop of this Pokémon’s body fluid can turn a pool stagnant and rancid.
5578,It is usually undetectable because it blends in with the ground. Touching it can cause terrible poisoning.
5579,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison."
5580,"The garbage it eats causes continuous chemical changes in its body, which produce its exceedingly vivid coloration."
5581,Its body is made of a powerful poison. Touching it accidentally will cause a fever that requires bed rest.
5582,"This amiable Pokémon is easy to train. But when battle is joined, it shows its ferocious side."
5583,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.
5584,Its body is always warm. Trainers who live in cold areas apparently sleep with it in their bed.
5585,"When it’s excited, its temperature can double, spiking hormone production in its body."
5586,"While it’s an amiable Pokémon, if you touch it unexpectedly, it will heat up its body in an instant, and you’ll be burned."
5587,"Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory."
5588,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
5589,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp."
5590,"It blows fire through its nose. When it catches a cold, the fire becomes pitch-black smoke instead."
5591,Its strongly developed thigh muscles give it astounding agility and jumping performance.
5592,Leaves grow out of this POKéMON’s body. They help obscure a GROVYLE from the eyes of its enemies while it is in a thickly overgrown forest.
5593,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.
5594,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be."
5595,The leaves growing out of Grovyle’s body are convenient for camouflaging it from enemies in the forest. This Pokémon is a master at climbing trees in jungles.
5596,"It lives in dense jungles. While closing in on its prey, it leaps from branch to branch."
5597,It leaps from tree branch to tree branch quite swiftly. It shows astounding agility.
5598,"This POKéMON adeptly flies from branch to branch in trees. In a forest, no POKéMON can ever hope to catch a fleeing GROVYLE however fast they may be."
5599,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area."
5600,It stuns its prey with psychokinesis and then grinds them to mush with its strong teeth. Even Shellder’s shell is no match for it.
5601,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area."
5602,"Its skin is thick enough to fend off Mareanie’s spikes. With its robust teeth, Bruxish crunches up the spikes and eats them."
5603,The spirits burned up in its ominous flame lose their way and wander this world forever.
5604,"Being consumed in Chandelure’s flame burns up the spirit, leaving the body behind."
5605,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance."
5606,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.
5607,A mythical Pokémon said to have swelled the seas with rain and tidal waves. It battled with Groudon.
5608,"KYOGRE has appeared in mythology as the creator of the sea. After long years of feuding with GROUDON, it took to sleep at the bottom of the sea."
5609,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature."
5610,It is said to have widened the seas by causing downpours. It had been asleep in a marine trench.
5611,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can summon storms that cause the sea levels to rise."
5612,This POKéMON is said to have expanded the sea by bringing heavy rains. It has the power to control water.
5613,KYOGRE is named in mythology as the POKéMON that expanded the sea by covering the land with torrential rains and towering tidal waves. It took to sleep after a cataclysmic battle with GROUDON.
5614,A mythical Pokémon said to have swelled the seas with rain and tidal waves. It battled with GROUDON.
5615,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.
5616,"When Mesprit flew, people learned the joy and sadness of living. It was the birth of emotions."
5617,"When MESPRIT flew, people learned the joy and sadness of living. It was the birth of emotions."
5618,"This Pokémon is said to have endowed the human heart with emotions, such as sorrow and joy."
5619,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
5620,It signals its emotions with its melodies. Scientists are studying these melodic patterns.
5621,There is a village that hosts a contest based on the amazingly variable cries of this Pokémon.
5622,"By allowing its cry to resonate in the hollow of its belly, it produces a captivating sound."
5623,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.
5624,Legends tell of its fighting alongside a general and conquering a whole country.
5625,A legendary POKéMON in China. Many people are charmed by its grace and beauty while running.
5626,"Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon’s body is its source of power."
5627,A Pokémon that has long been admired for its beauty. It runs agilely as if on wings.
5628,Its magnificent bark conveys a sense of majesty. Anyone hearing it can't help but grovel before it.
5629,An ancient picture scroll shows that people were attracted to its movement as it ran through prairies.
5630,"This fleet-footed POKéMON is said to run over 6,200 miles in a single day and night. The fire that blazes wildly within its body is its source of power."
5631,Its magnificent bark conveys a sense of majesty. Anyone hearing it can’t help but grovel before it.
5632,A POKéMON that is described in Chinese legends. It is said to race at an unbelievable speed.
5633,A POKéMON that has been admired since the past for its beauty. It runs agilely as if on wings.
5634,"Overflowing with beauty and majesty, this strong Pokémon appears in ancient Eastern folklore."
5635,This legendary Chinese Pokémon is considered magnificent. Many people are enchanted by its grand mane.
5636,This legendary Chinese POKEMON is considered magnificent. Many people are enchanted by its grand mane.
5637,"There are so many old tales about them that they’re called legendary Pokémon, but there are way more of them around than you’d expect."
5638,Its proud and regal appearance has captured the hearts of people since long ago.
5639,A POKéMON that has long been admired for its beauty. It runs agilely as if on wings.
5640,The fire burning inside its body serves as the energy to fuel it as it runs great distances. It appears in many legends.
5641,"ARCANINE is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this POKéMON’s body is its source of power."
5642,"The sight of it running over 6,200 miles in a single day and night has captivated many people."
5643,"It latches on to prey with its sucker mouth, sinking in its fangs and shocking the prey with powerful electricity."
5644,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity."
5645,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
5646,It constructed its sturdy shell by crunching and swallowing the hard shells or bones of its prey.
5647,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.
5648,Incredible jaw strength enables them to chew up steel beams and rocks along with their prey.
5649,"Active both on land and in the sea, this Pokémon drags its land-based prey into the water to finish it off."
5650,"Carracosta eats every last bit of the prey it catches, even the shells and bones, to further strengthen its sturdy shell."
5651,Its jaws are terrifyingly powerful. It could eat Omastar and Omanyte whole and not be bothered in the slightest by their shells.
5652,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all."
5653,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy."
5654,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."
5655,"This powerful POKéMON thrusts its prized horn under its enemies’ bellies, then lifts and throws them."
5656,"With powerful legs and claws, it generates enough power to hurl foes over great distances."
5657,"It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn."
5658,It can grip things with its two horns and lift 500 times its own body weight.
5659,"They gather in forests seeking the sweet sap of trees. It is completely clad in a steel-hard shell. It is proud of its horn, which it uses to fling foes."
5660,"It roams through forests searching for sweet nectar. Although it boasts fantastic physical strength, it’s not that good at flying."
5661,"Usually docile, but if disturbed while sipping honey, it chases off the intruder with its horn."
5662,"Heracross has sharp claws on its feet. These are planted firmly into the ground or the bark of a tree, giving the Pokémon a secure and solid footing to forcefully fling away foes with its proud horn."
5663,"No matter how heavy its opponents, it flings them far away with its prized horn."
5664,"HERACROSS has sharp claws on its feet. These are planted firmly into the ground or the bark of a tree, giving the POKéMON a secure and solid footing to forcefully fling away foes with its proud horn."
5665,"HERACROSS charges in a straight line at its foe, slips beneath the foe’s grasp, and then scoops up and hurls the opponent with its mighty horn. This POKéMON even has enough power to topple a massive tree."
5666,"A tremendous influx of energy builds it up, but when Mega Evolution ends, Heracross is bothered by terrible soreness in its muscles."
5667,"Heracross charges in a straight line at its foe, slips beneath the foe’s grasp, and then scoops up and hurls the opponent with its mighty horn. This Pokémon even has enough power to topple a massive tree."
5668,"It gathers in forests to search for tree sap, its favorite food. It’s strong enough to hurl foes."
5669,This powerful POKéMON thrusts its prized horn under its enemies’ bellies then lifts and throws them.
5670,"With its Herculean powers, it can easily throw around an object that is 100 times its own weight."
5671,"It’s proud of its thick horn. In Alola, its biggest rival is Vikavolt, which it’s always fighting with."
5672,"This powerful Pokémon thrusts its prized horn under its enemies’ bellies, then lifts and throws them."
5673,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn."
5674,"Azurill spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these Pokémon managed to hurl itself a record 33 feet."
5675,Its tail is filled with nutrients necessary for growth. It plays by bouncing on its tail.
5676,Its tail is packed full of the nutrients it needs to grow.
5677,"Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail."
5678,"AZURILL’s tail is large and bouncy. It is packed full of the nutrients this POKéMON needs to grow. AZURILL can be seen bouncing and playing on its big, rubbery tail."
5679,"Its tail, which is packed with nutrition, is very bouncy like a rubber ball. On sunny days they gather at the edge of water and splash about for fun."
5680,A Pokémon that lives by water. It moves quickly on land by bouncing on its big tail.
5681,"It battles by flinging around its tail, which is bigger than its body. The tail is a flotation device in water."
5682,"It swings its large, nutrient-filled tail around to fight opponents bigger than itself."
5683,Its tail bounces like a rubber ball. It flings that tail around to fight opponents bigger than itself.
5684,"AZURILL spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these POKéMON managed to hurl itself a record 33 feet."
5685,An ESPEON is extremely loyal to any TRAINER it considers to be worthy. It is said to have developed precognitive powers to protect its TRAINER from harm.
5686,The tip of its forked tail quivers when it is predicting its opponent's next move.
5687,It uses the fine hair that covers its body to sense air currents and predict its enemy’s actions.
5688,It uses the fine hair that covers its body to sense air currents and predict its enemy's actions.
5689,"It unleashes psychic power from the orb on its forehead. When its power is exhausted, the orb grows dull and dark."
5690,"Its fur is so sensitive, it can feel minute shifts in the air and predict the weather...and its foes’ thoughts."
5691,Psychic power builds up in the orb on its forehead as it bathes in the sunshine. Espeon is not good at battling at night.
5692,It can instantaneously sense its opponent’s movements by feeling air currents with its fine fur.
5693,"Although it originally had no powers at all, people say its precognitive faculties were awakened by its need to protect itself."
5694,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.
5695,Its fur has the look and feel of velvet. The orb on its forehead glows when it uses psycho-power.
5696,"Its fur is so sensitive, it can sense minute shifts in the air and predict the weather."
5697,ESPEON is extremely loyal to any TRAINER it considers to be worthy. It is said that this POKéMON developed its precognitive powers to protect its TRAINER from harm.
5698,"By reading air currents, it can predict things such as the weather or its foe’s next move."
5699,The tip of its forked tail quivers when it is predicting its opponent’s next move.
5700,"By reading air currents, it can predict things such as the weather or its foe's next move."
5701,It spins thread from both its rear and its mouth. Then it wraps its prey up in thread and sips their bodily fluids at its leisure.
5702,"It spews threads from its mouth to catch its prey. When night falls, it leaves its web to go hunt aggressively."
5703,A single strand of a special string is endlessly spun out of its rear. The string leads back to its nest.
5704,Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.
5705,"It attaches silk to its prey and sets it free. Later, it tracks the silk to the prey and its friends."
5706,"Rather than making a nest in one specific spot, it wanders in search of food after darkness falls."
5707,There are some areas where people use the string Ariados spins for their own weaving. The resulting cloth is popular for its strength.
5708,Its feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. It constricts its foe with thin and strong silk webbing.
5709,"Every night, it wanders around in search of prey, whose movements it restrains by spewing threads before it bites into them with its fangs."
5710,ARIADOS’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This POKéMON constricts the foe with thin and strong silk webbing.
5711,It spins string not only from its rear but also from its mouth. It’s hard to tell which end is which.
5712,It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.
5713,"If agitated, it uses electricity to straighten out its fur and launch it in small bunches."
5714,"They send out electrical charges of about 10,000 volts. Because they are high-strung, it can be difficult to grow close to them."
5715,It concentrates the weak electric charges emitted by its cells and launches wicked lightning bolts.
5716,"It controls 10,000-volt power and can raise all the fur on its body as if it were sharp needles."
5717,Its lungs contain an organ that creates electricity. The crackling sound of electricity can be heard when it exhales.
5718,"If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes."
5719,"Its fur stands on end, becoming like needles it fires at enemies. Once they’re weakened, it finishes them off with a 10,000 volt shock."
5720,Every hair on its body starts to stand sharply on end if it becomes charged with electricity.
5721,The negatively charged ions generated in its fur create a constant sparking noise.
5722,"A sensitive POKéMON that easily becomes sad or angry. Every time its mood changes, it charges power."
5723,Its cells generate weak power that is amplified by its fur’s static electricity to drop thunderbolts. The bristling fur is made of electrically charged needles.
5724,"It accumulates negative ions in the atmosphere to blast out 10,000-volt lightning bolts."
5725,"When its fur stands on end, that’s a sign it’s about to give off a jolt of electricity. Take care, as sometimes lightning strikes next to it, too."
5726,It accumulates negative ions in the atmosphere to blast out 10000-volt lightning bolts.
5727,"JOLTEON’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the POKéMON to drop thunderbolts. The bristling fur is made of electrically charged needles."
5728,"Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles."
5729,"By storing electricity in its body, it can shoot its bristlelike fur like a barrage of missiles."
5730,"To share its happiness, it flies around the world seeking kind-hearted people."
5731,"TOGETIC is said to be a POKéMON that brings good fortune. When the POKéMON spots someone who is pure of heart, it is said to appear and share its happiness with that person."
5732,"Although it does not flap its wings very much, it can stay up in the air as it tags along after its trainer."
5733,"To share its happiness, it flies around the world seeking kindhearted people."
5734,"It is said to be a POKéMON that brings good fortune. When it spots someone who is pure of heart, a TOGETIC appears and shares its happiness with that person."
5735,It grows dispirited if it is not with kind people. It can float in midair without moving its wings.
5736,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person."
5737,It is said to appear in front of kindly people to scatter a glowing down called “joy dust.”
5738,"They say that it will appear before kindhearted, caring people and shower them with happiness."
5739,"You can tell how it feels by the way it rolls its ears. When it’s scared, both ears are rolled up."
5740,"Its arms and legs are weak, but when it rolls its ears up tight and then unleashes them with its full force, it can smash boulders to dust."
5741,The reason it keeps one ear rolled up is so it can launch a swift counterattack if it’s attacked by an enemy.
5742,Its ears are always rolled up. They can be forcefully extended to shatter even a large boulder.
5743,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur."
5744,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.
5745,"By extending its rolled-up ears and striking the ground, it can bound so high it surprises itself."
5746,It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn’t run away as fast as possible.
5747,It boasts tremendous physical strength. Many people call it the most dangerous Pokémon in the Alola region.
5748,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.
5749,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.
5750,"When two Beldum link together, their psychic power is doubled. Their intelligence, however, remains unchanged."
5751,It is formed by two BELDUM joining together. Its steel body won’t be scratched if it collides with a jet.
5752,"It adores magnetic minerals, so it pursues Nosepass at speeds exceeding 60 mph."
5753,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed."
5754,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. By linking its brains magnetically, this Pokémon generates strong psychokinetic power."
5755,"When two BELDUM fuse together, a magnetic nervous system places their brains in union."
5756,The claws tipping its arms pack the destructive power to tear through thick iron sheets as if they were silk. It flies at over 60 miles per hour.
5757,"When two BELDUM fuse together, METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system. By linking its brains magnetically, this POKéMON generates strong psychokinetic power."
5758,It is formed by two Beldum joining together. Its steel body won’t be scratched if it collides with a jet.
5759,"It floats midair using magnetism. Its body is so tough, even a crash with a jet plane won’t leave a scratch."
5760,"With its two brains, it fires powerful psychic energy to stop its prey in their tracks."
5761,"It flies at high speeds around the skies. When it finds its prey, Metang takes a firm grip with its sharp claws and never lets go."
5762,"When two BELDUM fuse together, METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system. This POKéMON turns its arms to the rear for traveling at high speed."
5763,"It is formed by two Beldum joining together. Its two brains are linked, amplifying its psychic power."
5764,It blends in with seaweed to ambush its prey and then takes them down with a poisonous liquid strong enough to melt metal.
5765,"Tales are told of ships that wander into seas where Dragalge live, never to return."
5766,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."
5767,"This vicious Pokémon sprays a poisonous liquid on opponents that come near. For whatever reason, it gets along really well with Dhelmise."
5768,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.
5769,It taunts its opponents by spitting. It has a certain territory that it never leaves its whole life long.
5770,"It pulls up its shed skin to protect itself while it kicks. The bigger the crest, the more respected it is."
5771,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.
5772,"This Pokémon may be rude, but it takes very good care of its family, its friends, and its turf."
5773,"It punches with its four arms at blinding speed. It can launch 1,000 punches in two seconds."
5774,Its superpowerful punches are said to knock the victim flying clear over the horizon.
5775,It can lift heavy loads with the greatest of ease. It can even heft dump trucks. But its clumsy fingers prevent it from doing any precision work.
5776,"One arm alone can move mountains. Using all four arms, this POKéMON fires off awesome punches."
5777,"With four arms, it can attack and defend simultaneously. It’s said to have mastered every martial art in the world."
5778,"Its four ruggedly developed arms can launch a flurry of 1,000 punches in just two seconds."
5779,"MACHAMP has the power to hurl anything aside. However, trying to do any work requiring care and dexterity causes its arms to get tangled. This POKéMON tends to leap into action before it thinks."
5780,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon."
5781,"It can knock a train flying with a punch. However, it is terrible at delicate work using its fingers."
5782,"Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon."
5783,"With four arms that react more quickly than it can think, it can execute many punches at once."
5784,"It uses its four powerful arms to pin the limbs of its foe, then throws the victim over the horizon."
5785,Its four muscled arms slam foes with powerful punches and chops at blinding speed.
5786,It is impossible to defend against punches and chops doled out by its four arms. Its fighting spirit flares up when it faces a tough opponent.
5787,"Machamp has the power to hurl anything aside. However, trying to do any work requiring care and dexterity causes its arms to get tangled. This Pokémon tends to leap into action before it thinks."
5788,It grasps its opponents with its four arms and twists them up in an intricate hold. People call it “the Machamp special.”
5789,"MACHAMP is known as the POKéMON that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon."
5790,It unleashes megaton-level punches that send opponents flying clear over the horizon.
5791,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.
5792,It can predict the weather from moisture levels and wind direction. Ribombee only reveals itself when there are a few clear days in a row.
5793,"Rain makes pollen damp, so Ribombee hates rain. When it sees ominous clouds, it finds a hollow in a tree, where it waits stock-still."
5794,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.
5795,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle."
5796,It crawls along the seafloor using its long front fins like legs. It competes for food with Lanturn.
5797,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest."
5798,"With its shining light, it lures its prey close. However, the light also happens to attract ferocious fish Pokémon—its natural predators."
5799,This deep-sea Pokémon lives at the bottom of the sea. Its fins haul it over the seabed in search of its favorite food—Starmie.
5800,"Deep down at the bottom of the ocean, prey is scarce. Lumineon get into fierce disputes with Lanturn over food."
5801,They traverse the deep waters as if crawling over the seafloor. The fantastic lights of its fins shine like stars in the night sky.
5802,It crawls along the seafloor using its long front fins like legs. It competes for food with LANTURN.
5803,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.
5804,LUMINEON swimming in the darkness of the deep sea look like stars shining in the night sky.
5805,"Around dawn, its ominous howl echoes through the area to announce that this is its territory."
5806,"To corner prey, they check each other’s location using barks that only they can understand."
5807,They make repeated eerie howls before dawn to call attention to their pack.
5808,"To corner prey, they check each other's location using barks that only they can understand."
5809,It is smart enough to hunt in packs. It uses a variety of cries for communicating with others.
5810,It conveys its feelings using different cries. It works in a pack to cleverly take down prey.
5811,HOUNDOUR communicate with each other using a variety of cries to corner their prey. This POKéMON’s remarkable teamwork is simply unparalleled.
5812,"It cooperates with others skillfully. When it becomes your partner, it’s very loyal to you as its Trainer and will obey your orders."
5813,It uses different kinds of cries for communicating with others of its kind and for pursuing prey.
5814,HOUNDOUR hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This POKéMON’s remarkable teamwork is unparalleled.
5815,Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon’s remarkable teamwork is unparalleled.
5816,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.
5817,It squirms through the ground using its long and rugged body. It always eats while burrowing.
5818,"ONIX has a magnet in its brain. It acts as a compass so that this POKéMON does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother."
5819,It usually lives underground. It searches for food while boring its way through the ground at 50 miles per hour.
5820,It burrows through the ground at a speed of 50 mph while feeding on large boulders.
5821,"As it grows, the stone portions of its body harden to become similar to black-colored diamonds."
5822,It burrows through the ground at a speed of 50 mph while feeding on large boulders. 
5823,"There is a magnet in its brain that prevents an ONIX from losing direction while tunneling. As it grows older, its body becomes steadily rounder and smoother."
5824,Burrows at high speed in search of food. The tunnels it leaves are used as homes by Diglett.
5825,"When it travels underground, it causes rumbling and tremors. It can move at 50 mph."
5826,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid."
5827,"Opening its large mouth, it ingests massive amounts of soil and creates long tunnels."
5828,"Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother."
